action_l2,action_max_absolute,base_index,candidate_seed,changed,concordance,concordant,depth,depth_index,direction,discordant,episode_id,kendall_tau_b,normalized_top_choice_regret,oracle_simulator_cost,prediction_ties,row_id,selected_index_within_valid,selected_simulator_cost,simulator_cost_delta,simulator_ties,spearman,top_10_jaccard,top_10_predicted_size,top_10_recall,top_10_simulator_size,top_30_jaccard,top_30_predicted_size,top_30_recall,top_30_simulator_size,top_choice_regret,valid_candidates
,,,2026072702,,0.5091861761426979,22837,0,,,22013,14904,0.018372352285395764,0.5211476393071938,9692.269772593423,0,1876083,275,13869.239577734392,,0,0.007300081112012355,0.0,10,0.0,10,0.0,30,0.0,30,4176.969805140969,300
0.0,0.0,275,2026072702,False,0.5111482720178372,22925,1,275,ties,21925,14904,0.022296544035674472,0.5211476393071938,9692.269772593423,0,1876083,275,13869.239577734392,0.0,0,0.01310636784853165,0.0,10,0.0,10,0.0,30,0.0,30,4176.969805140969,300
3.931557471775011,1.7230414152145386,275,2026072702,True,0.5131326644370122,23014,2,0,improves,21836,14904,0.02626532887402453,0.3198845604822423,9692.269772593423,0,1876083,0,12256.12701665841,-1613.112561075981,0,0.01873309703441149,0.0,10,0.0,10,0.0,30,0.0,30,2563.8572440649878,300
3.931557471775011,1.7230414152145386,275,2026072702,True,0.5175250836120401,23211,4,0,improves,21639,14904,0.03505016722408027,0.3198845604822423,9692.269772593423,0,1876083,0,12256.12701665841,-1613.112561075981,0,0.030815897954421714,0.0,10,0.0,10,0.0,30,0.0,30,2563.8572440649878,300
,,,2026072701,,0.5323745819397994,23877,0,,,20973,14945,0.06474916387959867,0.26321095101829606,8177.860296406791,0,1878937,0,9485.982618113569,,0,0.09136901521128013,0.0,10,0.0,10,0.034482758620689655,30,0.06666666666666667,30,1308.1223217067773,300
0.0,0.0,0,2026072701,False,0.5253288740245262,23561,1,0,ties,21289,14945,0.050657748049052403,0.26321095101829606,8177.860296406791,0,1878937,0,9485.982618113569,0.0,0,0.06869676329736996,0.0,10,0.0,10,0.034482758620689655,30,0.06666666666666667,30,1308.1223217067773,300
0.0,0.0,0,2026072701,False,0.5185507246376811,23257,2,0,ties,21593,14945,0.03710144927536232,0.26321095101829606,8177.860296406791,0,1878937,0,9485.982618113569,0.0,0,0.04828098089978777,0.0,10,0.0,10,0.034482758620689655,30,0.06666666666666667,30,1308.1223217067773,300
2.327801946418918,0.979530930519104,0,2026072701,True,0.5032998885172798,22573,4,251,harms,22277,14945,0.006599777034559644,0.4830080086271126,8177.860296406791,0,1878937,251,10578.3438446933,1092.361226579731,0,0.004660051778353092,0.0,10,0.0,10,0.05263157894736842,30,0.1,30,2400.4835482865083,300
,,,2026072702,,0.5293422519509476,23741,0,,,21109,14945,0.05868450390189521,0.3703630747143191,8907.835255166636,0,1878937,54,11589.151758519309,,0,0.0780955343948266,0.0,10,0.0,10,0.05263157894736842,30,0.1,30,2681.316503352673,300
0.0,0.0,54,2026072702,False,0.5191527313266444,23284,1,54,ties,21566,14945,0.03830546265328875,0.3703630747143191,8907.835255166636,0,1878937,54,11589.151758519309,0.0,0,0.04884498716652407,0.0,10,0.0,10,0.05263157894736842,30,0.1,30,2681.316503352673,300
0.0,0.0,54,2026072702,False,0.5106577480490524,22903,2,54,ties,21947,14945,0.021315496098104795,0.3703630747143191,8907.835255166636,0,1878937,54,11589.151758519309,0.0,0,0.0240042667140746,0.0,10,0.0,10,0.05263157894736842,30,0.1,30,2681.316503352673,300
0.0,0.0,54,2026072702,False,0.49313266443701226,22117,4,54,ties,22733,14945,-0.013734671125975473,0.3703630747143191,8907.835255166636,0,1878937,54,11589.151758519309,0.0,0,-0.028684318714652383,0.0,10,0.0,10,0.034482758620689655,30,0.06666666666666667,30,2681.316503352673,300
,,,2026072701,,0.51917502787068,23285,0,,,21565,15228,0.03835005574136009,0.3808831960456971,13882.802817953901,0,1914090,131,15916.821566389432,,0,0.05863709596773297,0.0,10,0.0,10,0.0,30,0.0,30,2034.0187484355301,300
0.0,0.0,131,2026072701,False,0.5191527313266444,23284,1,131,ties,21566,15228,0.03830546265328875,0.3808831960456971,13882.802817953901,0,1914090,131,15916.821566389432,0.0,0,0.05667174079711996,0.0,10,0.0,10,0.0,30,0.0,30,2034.0187484355301,300
3.417317936950042,1.459022045135498,131,2026072701,True,0.5193534002229654,23293,2,53,harms,21557,15228,0.03870680044593089,0.3849480213115119,13882.802817953901,0,1914090,53,15938.528827002709,21.707260613276958,0,0.05903798931099234,0.0,10,0.0,10,0.0,30,0.0,30,2055.726009048807,300
3.417317936950042,1.459022045135498,131,2026072701,True,0.5210479375696767,23369,4,53,harms,21481,15228,0.0420958751393534,0.3849480213115119,13882.802817953901,0,1914090,53,15938.528827002709,21.707260613276958,0,0.06580873120812453,0.0,10,0.0,10,0.0,30,0.0,30,2055.726009048807,300
,,,2026072702,,0.5662876254180602,25398,0,,,19452,15228,0.1325752508361204,0.4157387779845781,14045.189906612488,0,1914090,146,16307.37450671095,,0,0.1996253291703241,0.0,10,0.0,10,0.01694915254237288,30,0.03333333333333333,30,2262.1846000984624,300
0.0,0.0,146,2026072702,False,0.5662207357859532,25395,1,146,ties,19455,15228,0.13244147157190636,0.4157387779845781,14045.189906612488,0,1914090,146,16307.37450671095,0.0,0,0.20069956332848143,0.0,10,0.0,10,0.01694915254237288,30,0.03333333333333333,30,2262.1846000984624,300
0.0,0.0,146,2026072702,False,0.5657971014492753,25376,2,146,ties,19474,15228,0.13159420289855073,0.4157387779845781,14045.189906612488,0,1914090,146,16307.37450671095,0.0,0,0.20042578250869453,0.0,10,0.0,10,0.01694915254237288,30,0.03333333333333333,30,2262.1846000984624,300
0.0,0.0,146,2026072702,False,0.566711259754738,25417,4,146,ties,19433,15228,0.13342251950947603,0.4157387779845781,14045.189906612488,0,1914090,146,16307.37450671095,0.0,0,0.20381826464738498,0.0,10,0.0,10,0.01694915254237288,30,0.03333333333333333,30,2262.1846000984624,300
,,,2026072701,,0.5377480490523969,24118,0,,,20732,2687,0.07549609810479375,0.32256804881560786,8850.082525945276,0,312676,227,11207.432931600511,,0,0.10761408460094,0.0,10,0.0,10,0.05263157894736842,30,0.1,30,2357.3504056552356,300
0.0,0.0,227,2026072701,False,0.5367001114827202,24071,1,227,ties,20779,2687,0.07340022296544035,0.32256804881560786,8850.082525945276,0,312676,227,11207.432931600511,0.0,0,0.10516561295125501,0.0,10,0.0,10,0.034482758620689655,30,0.06666666666666667,30,2357.3504056552356,300
0.0,0.0,227,2026072701,False,0.5355852842809364,24021,2,227,ties,20829,2687,0.07117056856187291,0.32256804881560786,8850.082525945276,0,312676,227,11207.432931600511,0.0,0,0.10198868876320848,0.0,10,0.0,10,0.034482758620689655,30,0.06666666666666667,30,2357.3504056552356,300
2.9193948866980306,0.9469006657600403,227,2026072701,True,0.533154960981048,23912,4,0,improves,20938,2687,0.06630992196209588,0.1675701180193441,8850.082525945276,0,312676,0,10074.69695114647,-1132.735980454041,0,0.09490549894998834,0.0,10,0.0,10,0.034482758620689655,30,0.06666666666666667,30,1224.6144252011945,300
,,,2026072702,,0.531505016722408,23838,0,,,21012,2687,0.06301003344481605,0.33620230232311316,11268.474956558965,0,312676,0,12650.138754262804,,0,0.10136512627918087,0.05263157894736842,10,0.1,10,0.01694915254237288,30,0.03333333333333333,30,1381.663797703839,300
0.0,0.0,0,2026072702,False,0.5297435897435897,23759,1,0,ties,21091,2687,0.05948717948717949,0.33620230232311316,11268.474956558965,0,312676,0,12650.138754262804,0.0,0,0.09630240336003733,0.05263157894736842,10,0.1,10,0.01694915254237288,30,0.03333333333333333,30,1381.663797703839,300
0.0,0.0,0,2026072702,False,0.5282497212931996,23692,2,0,ties,21158,2687,0.05649944258639911,0.33620230232311316,11268.474956558965,0,312676,0,12650.138754262804,0.0,0,0.09194768830764785,0.05263157894736842,10,0.1,10,0.01694915254237288,30,0.03333333333333333,30,1381.663797703839,300
0.0,0.0,0,2026072702,False,0.525685618729097,23577,4,0,ties,21273,2687,0.05137123745819399,0.33620230232311316,11268.474956558965,0,312676,0,12650.138754262804,0.0,0,0.08221424682496471,0.05263157894736842,10,0.1,10,0.01694915254237288,30,0.03333333333333333,30,1381.663797703839,300
,,,2026072701,,0.5571460423634337,24988,0,,,19862,4718,0.11429208472686735,0.3254956934214731,12705.765267075001,0,580700,93,15049.691427916367,,0,0.18410249002766696,0.0,10,0.0,10,0.0,30,0.0,30,2343.9261608413653,300
0.0,0.0,93,2026072701,False,0.5688294314381271,25512,1,93,ties,19338,4718,0.1376588628762542,0.3254956934214731,12705.765267075001,0,580700,93,15049.691427916367,0.0,0,0.2167641862687363,0.0,10,0.0,10,0.01694915254237288,30,0.03333333333333333,30,2343.9261608413653,300
4.586238423548952,1.8035507202148438,93,2026072701,True,0.5783946488294315,25941,2,256,harms,18909,4718,0.15678929765886288,0.418323143127248,12705.765267075001,0,580700,256,15718.150925866817,668.4594979504509,0,0.24614584606495626,0.0,10,0.0,10,0.01694915254237288,30,0.03333333333333333,30,3012.3856587918162,300
4.586238423548952,1.8035507202148438,93,2026072701,True,0.5985284280936455,26844,4,256,harms,18006,4718,0.197056856187291,0.418323143127248,12705.765267075001,0,580700,256,15718.150925866817,668.4594979504509,0,0.30620384670940787,0.0,10,0.0,10,0.01694915254237288,30,0.03333333333333333,30,3012.3856587918162,300
,,,2026072702,,0.5494983277591973,24645,0,,,20205,4718,0.09899665551839466,0.36359224383243177,11403.801266024657,0,580700,0,14932.798241087288,,0,0.1493012144579384,0.0,10,0.0,10,0.01694915254237288,30,0.03333333333333333,30,3528.9969750626315,300
0.0,0.0,0,2026072702,False,0.5603121516164994,25130,1,0,ties,19720,4718,0.1206243032329989,0.36359224383243177,11403.801266024657,0,580700,0,14932.798241087288,0.0,0,0.18211224569161877,0.0,10,0.0,10,0.01694915254237288,30,0.03333333333333333,30,3528.9969750626315,300
3.4923681606044576,1.4502121210098267,0,2026072702,True,0.5708807134894092,25604,2,275,harms,19246,4718,0.1417614269788183,0.4610132999212884,11403.801266024657,0,580700,275,15878.359149156131,945.5609080688428,0,0.21255969510772338,0.0,10,0.0,10,0.01694915254237288,30,0.03333333333333333,30,4474.557883131474,300
3.4923681606044576,1.4502121210098267,0,2026072702,True,0.588829431438127,26409,4,275,harms,18441,4718,0.17765886287625418,0.4610132999212884,11403.801266024657,0,580700,275,15878.359149156131,945.5609080688428,0,0.26667718530205886,0.0,10,0.0,10,0.05263157894736842,30,0.1,30,4474.557883131474,300
,,,2026072701,,0.5070903010033445,22743,0,,,22107,5190,0.014180602006688962,0.3319145571985813,15425.432488872917,0,656637,0,18421.827934591798,,0,0.009777886420960233,0.05263157894736842,10,0.1,10,0.05263157894736842,30,0.1,30,2996.395445718881,300
0.0,0.0,0,2026072701,False,0.5144927536231884,23075,1,0,ties,21775,5190,0.028985507246376812,0.3319145571985813,15425.432488872917,0,656637,0,18421.827934591798,0.0,0,0.03139234880387559,0.05263157894736842,10,0.1,10,0.05263157894736842,30,0.1,30,2996.395445718881,300
0.0,0.0,0,2026072701,False,0.5225418060200668,23436,2,0,ties,21414,5190,0.04508361204013378,0.3319145571985813,15425.432488872917,0,656637,0,18421.827934591798,0.0,0,0.052947699418882437,0.05263157894736842,10,0.1,10,0.07142857142857142,30,0.13333333333333333,30,2996.395445718881,300
2.976586586480561,1.2159953117370605,0,2026072701,True,0.5358082497212932,24031,4,189,harms,20819,5190,0.0716164994425864,0.3755516424333092,15425.432488872917,0,656637,189,18815.76655712578,393.9386225339804,0,0.09327392526583628,0.05263157894736842,10,0.1,10,0.07142857142857142,30,0.13333333333333333,30,3390.3340682528615,300
,,,2026072702,,0.4242586399108138,19028,0,,,25822,5190,-0.15148272017837236,0.32463984924039646,15321.096946182482,0,656637,0,17613.83456275626,,0,-0.23501505572284134,0.0,10,0.0,10,0.0,30,0.0,30,2292.737616573777,300
0.0,0.0,0,2026072702,False,0.4276923076923077,19182,1,0,ties,25668,5190,-0.14461538461538462,0.32463984924039646,15321.096946182482,0,656637,0,17613.83456275626,0.0,0,-0.2247789419882443,0.0,10,0.0,10,0.0,30,0.0,30,2292.737616573777,300
3.21671089144587,1.189788818359375,0,2026072702,True,0.43232998885172796,19390,2,3,harms,25460,5190,-0.13534002229654404,0.36630237996570014,15321.096946182482,0,656637,3,17908.072166732076,294.23760397581646,0,-0.21359526216957966,0.0,10,0.0,10,0.01694915254237288,30,0.03333333333333333,30,2586.9752205495934,300
2.926507015119558,1.3905478715896606,0,2026072702,True,0.4395986622073579,19716,4,188,improves,25134,5190,-0.12080267558528429,0.23633644489281713,15321.096946182482,0,656637,188,16990.200288365933,-623.634274390326,0,-0.19131057011744573,0.0,10,0.0,10,0.01694915254237288,30,0.03333333333333333,30,1669.1033421834509,300
